,timestamp,heartrate,steps,calories,gsr,skintemp,airtemp,excitement,happy,calm,anxious,sad,angry,hungry,tired,bored,exercise,thesis,sarah,barb,sol,arash,work,home
134,2016-05-02 02:14:00,70.0,0.0,1.0,6.759999999999999e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,2016-05-02 02:15:00,70.0,0.0,1.1,6.47e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,2016-05-02 02:16:00,70.0,0.0,1.0,7.070000000000001e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,2016-05-02 02:17:00,74.0,0.0,1.0,7.11e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,2016-05-02 02:18:00,74.0,0.0,1.0,6.51e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,2016-05-02 02:19:00,75.0,0.0,1.1,6.879999999999999e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
140,2016-05-02 02:20:00,74.0,0.0,1.0,6.47e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,2016-05-02 02:21:00,73.0,0.0,1.0,6.759999999999999e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
142,2016-05-02 02:22:00,89.0,0.0,1.1,6.8e-05,95.9,95.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,2016-05-02 02:23:00,79.0,0.0,1.0,6.65e-05,95.9,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,2016-05-02 02:24:00,72.0,0.0,1.0,6.620000000000001e-05,95.9,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,2016-05-02 02:25:00,70.0,0.0,1.1,6.47e-05,95.9,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,2016-05-02 02:26:00,69.0,0.0,1.0,6.36e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,2016-05-02 02:27:00,68.0,0.0,1.0,6.69e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,2016-05-02 02:28:00,69.0,0.0,1.1,6.65e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,2016-05-02 02:29:00,70.0,0.0,1.0,6.330000000000001e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,2016-05-02 02:30:00,68.0,0.0,1.0,6.36e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,2016-05-02 02:31:00,67.0,0.0,1.1,6.36e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,2016-05-02 02:32:00,67.0,0.0,1.0,6.36e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,2016-05-02 02:33:00,68.0,0.0,1.0,6.36e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,2016-05-02 02:34:00,67.0,0.0,1.1,6.36e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,2016-05-02 02:35:00,67.0,0.0,1.0,6.36e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,2016-05-02 02:36:00,67.0,0.0,1.0,6.36e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,2016-05-02 02:37:00,67.0,0.0,1.0,6.36e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,2016-05-02 02:38:00,67.0,0.0,1.1,6.36e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,2016-05-02 02:39:00,67.0,0.0,1.0,6.620000000000001e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160,2016-05-02 02:40:00,67.0,0.0,1.0,6.36e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,2016-05-02 02:41:00,67.0,0.0,1.1,6.69e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,2016-05-02 02:42:00,67.0,0.0,1.0,6.69e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,2016-05-02 02:43:00,67.0,0.0,1.0,6.69e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164,2016-05-02 02:44:00,67.0,0.0,1.1,6.73e-05,95.0,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
165,2016-05-02 02:45:00,68.0,0.0,1.0,6.620000000000001e-05,95.0,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
166,2016-05-02 02:46:00,67.0,0.0,1.0,6.4e-05,95.0,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,2016-05-02 02:47:00,68.0,0.0,1.1,6.73e-05,95.0,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,2016-05-02 02:48:00,81.0,0.0,1.0,6.440000000000001e-05,95.0,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169,2016-05-02 02:49:00,69.0,0.0,1.0,6.47e-05,95.0,92.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,2016-05-02 02:50:00,67.0,0.0,1.1,6.73e-05,94.1,91.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,2016-05-02 02:51:00,66.0,0.0,1.0,6.29e-05,94.1,91.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
172,2016-05-02 02:52:00,67.0,0.0,1.0,6.29e-05,94.1,92.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
173,2016-05-02 02:53:00,65.0,0.0,1.0,6.26e-05,94.1,92.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
